tab 	samples
azimuth	citations	dip	geologic_classes	geologic_types	height	lat	lithologies	lon	method_codes	sample	site
54.1	This study:10.1029/2008GC002072	-46.0	Intrusive:Igneous	Volcanic Dike		-78.214		166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc129l	mc1303
90.0	This study:10.1029/2008GC002072	-32.0	Extrusive:Igneous	Lava Flow		-78.25		163.22	SO-SIGHT:FS-FD	mc50d	mc1305
19.0	This study:10.1029/2008GC002072	-28.0	Extrusive:Igneous	Lava Flow		-78.25		163.22	SO-SIGHT:FS-FD	mc50a	mc1305
48.0	This study:10.1029/2008GC002072	-16.0	Extrusive:Igneous	Lava Flow		-78.25		163.22	SO-SIGHT:FS-FD	mc50b	mc1305
139.0	This study:10.1029/2008GC002072	-41.0	Extrusive:Igneous	Lava Flow		-78.25		163.22	SO-SIGHT:FS-FD	mc50e	mc1305
148.0	This study:10.1029/2008GC002072	-46.0	Extrusive:Igneous	Lava Flow		-78.25		163.22	SO-SIGHT:FS-FD	mc50f	mc1305
140.0	This study:10.1029/2008GC002072	-43.0	Extrusive:Igneous	Lava Flow		-78.25		163.22	SO-SIGHT:FS-FD	mc50c	mc1305
155.0	This study:10.1029/2008GC002072	-18.0	Extrusive:Igneous	Lava Flow		-78.25		163.22	SO-SIGHT:FS-FD	mc50g	mc1305
148.0	This study:10.1029/2008GC002072	-23.0	Extrusive:Igneous	Lava Flow		-78.25		163.22	SO-SIGHT:FS-FD	mc50h	mc1305
161.3	This study:10.1029/2008GC002072	-38.5	Extrusive:Igneous	Lava Flow		-78.245		163.231	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc105a	mc1305
171.0	This study:10.1029/2008GC002072	-50.0	Extrusive:Igneous	Lava Flow		-78.245		163.231	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc105f	mc1305
139.2	This study:10.1029/2008GC002072	-51.5	Extrusive:Igneous	Lava Flow		-78.245		163.231	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc105g	mc1305
149.2	This study:10.1029/2008GC002072	-46.0	Extrusive:Igneous	Lava Flow		-78.245		163.231	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc105h	mc1305
266.7	This study:10.1029/2008GC002072	-27.5	Extrusive:Igneous	Lava Flow		-78.245		163.231	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc105c	mc1305
170.7	This study:10.1029/2008GC002072	-27.0	Extrusive:Igneous	Lava Flow		-78.245		163.231	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc105d	mc1305
164.0	This study:10.1029/2008GC002072	-67.5	Extrusive:Igneous	Lava Flow		-78.245		163.231	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc105j	mc1305
22.0	This study:10.1029/2008GC002072	-13.0	Extrusive:Igneous	Lava Flow		-78.187		163.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc122a	mc1122
55.0	This study:10.1029/2008GC002072	-9.0	Extrusive:Igneous	Lava Flow		-78.187		163.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc122b	mc1122
146.4	This study:10.1029/2008GC002072	-38.0	Extrusive:Igneous	Lava Flow		-78.187		163.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc122c	mc1122
165.0	This study:10.1029/2008GC002072	-39.0	Extrusive:Igneous	Lava Flow		-78.187		163.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc122d	mc1122
170.5	This study:10.1029/2008GC002072	-22.5	Extrusive:Igneous	Lava Flow		-78.187		163.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc122k	mc1122
10.2	This study:10.1029/2008GC002072	-23.0	Extrusive:Igneous	Lava Flow		-78.187		163.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc122f	mc1122
331.6	This study:10.1029/2008GC002072	-29.0	Extrusive:Igneous	Lava Flow		-78.187		163.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc122g	mc1122
16.2	This study:10.1029/2008GC002072	-17.0	Extrusive:Igneous	Lava Flow		-78.187		163.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc122l	mc1122
217.9	This study:10.1029/2008GC002072	-47.0	Extrusive:Igneous	Lava Flow		-77.701		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc162b	mc1306
199.2	This study:10.1029/2008GC002072	-63.5	Extrusive:Igneous	Lava Flow		-77.701		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc162f	mc1306
198.4	This study:10.1029/2008GC002072	-55.0	Extrusive:Igneous	Lava Flow		-77.701		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc162g	mc1306
229.6	This study:10.1029/2008GC002072	-48.0	Extrusive:Igneous	Lava Flow		-77.701		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc162i	mc1306
242.3	This study:10.1029/2008GC002072	-50.0	Extrusive:Igneous	Lava Flow		-77.701		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc162j	mc1306
137.6	This study:10.1029/2008GC002072	-51.0	Extrusive:Igneous	Lava Flow		-77.701		162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc162c	mc1306
324.3	This study:10.1029/2008GC002072	-16.0	Extrusive:Igneous	Lava Flow		-77.849		166.67	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc166a	mc1307
15.6	This study:10.1029/2008GC002072	-20.0	Extrusive:Igneous	Lava Flow		-77.849		166.67	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc166b	mc1307
9.5	This study:10.1029/2008GC002072	-59.0	Extrusive:Igneous	Lava Flow		-77.849		166.67	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc166c	mc1307
4.5	This study:10.1029/2008GC002072	-49.0	Extrusive:Igneous	Lava Flow		-77.849		166.67	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc166i	mc1307
330.5	This study:10.1029/2008GC002072	-46.0	Extrusive:Igneous	Lava Flow		-77.849		166.67	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc166h	mc1307
345.3	This study:10.1029/2008GC002072	-61.0	Extrusive:Igneous	Lava Flow		-77.84783		166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc219a	mc1307
344.0	This study:10.1029/2008GC002072	-60.5	Extrusive:Igneous	Lava Flow		-77.84783		166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc219b	mc1307
277.3	This study:10.1029/2008GC002072	-26.0	Extrusive:Igneous	Lava Flow		-77.84783		166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc219c	mc1307
276.9	This study:10.1029/2008GC002072	-23.0	Extrusive:Igneous	Lava Flow		-77.84783		166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc219d	mc1307
300.3	This study:10.1029/2008GC002072	-22.5	Extrusive:Igneous	Lava Flow		-77.84783		166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc219e	mc1307
121.0	This study:10.1029/2008GC002072	-33.0	Extrusive:Igneous	Volcanic Dike		-77.84		166.7	SO-SIGHT:FS-FD	mc04c	mc1004
	10.1029/2022GC010473								LP-PI-TRM	GHI01A	GHI01
	10.1029/2022GC010473								LP-PI-TRM	GHI01B	GHI01
	10.1029/2022GC010473								LP-PI-TRM	GHI01C	GHI01
	10.1029/2022GC010473								LP-PI-TRM	GHI01D	GHI01
	10.1029/2022GC010473								LP-PI-TRM	GHI01E	GHI01
	10.1029/2022GC010473								LP-PI-TRM	GHI02A	GHI02
	10.1029/2022GC010473								LP-PI-TRM	GHI02B	GHI02
	10.1029/2022GC010473								LP-PI-TRM	GHI02C	GHI02
	10.1029/2022GC010473								LP-PI-TRM	GHI02D	GHI02
	10.1029/2022GC010473								LP-PI-TRM	GHI02E	GHI02
	10.1029/2022GC010473								LP-PI-TRM	GHI03A	GHI03A
	10.1029/2022GC010473								LP-PI-TRM	GHI03B	GHI03B
	10.1029/2022GC010473								LP-PI-TRM	GHI03C	GHI03C
	10.1029/2022GC010473								LP-PI-TRM	GHI03D	GHI03D
	10.1029/2022GC010473								LP-PI-TRM	GHI03E	GHI03E
	10.1029/2022GC010473								LP-PI-TRM	GHI03F	GHI03F
	10.1029/2022GC010473								LP-PI-TRM	GHI04A	GHI04
	10.1029/2022GC010473								LP-PI-TRM	GHI04B	GHI04
	10.1029/2022GC010473								LP-PI-TRM	GHI04C	GHI04
	10.1029/2022GC010473								LP-PI-TRM	GHI04D	GHI04
	10.1029/2022GC010473								LP-PI-TRM	GHI04E	GHI04
	10.1029/2022GC010473								LP-PI-TRM	GHI05A	GHI05
	10.1029/2022GC010473								LP-PI-TRM	GHI05B	GHI05
	10.1029/2022GC010473								LP-PI-TRM	GHI05C	GHI05
	10.1029/2022GC010473								LP-PI-TRM	GHI05D	GHI05
	10.1029/2022GC010473								LP-PI-TRM	GHI05E	GHI05
	10.1029/2022GC010473								LP-PI-TRM	GHI06A	GHI06
	10.1029/2022GC010473								LP-PI-TRM	GHI06B	GHI06
	10.1029/2022GC010473								LP-PI-TRM	GHI06C	GHI06
	10.1029/2022GC010473								LP-PI-TRM	GHI06D	GHI06
	10.1029/2022GC010473								LP-PI-TRM	GHI06E	GHI06
	10.1029/2022GC010473								LP-PI-TRM	GHI07A	GHI07
	10.1029/2022GC010473								LP-PI-TRM	GHI07B	GHI07
	10.1029/2022GC010473								LP-PI-TRM	GHI07C	GHI07C
	10.1029/2022GC010473								LP-PI-TRM	GHI07D	GHI07
	10.1029/2022GC010473								LP-PI-TRM	GHI07E	GHI07
	10.1029/2022GC010473								LP-PI-TRM	GHI07F	GHI07
	10.1029/2022GC010473								LP-PI-TRM	GHI08A	GHI08
	10.1029/2022GC010473								LP-PI-TRM	GHI08B	GHI08
	10.1029/2022GC010473								LP-PI-TRM	GHI08C	GHI08
	10.1029/2022GC010473								LP-PI-TRM	GHI08D	GHI08
	10.1029/2022GC010473								LP-PI-TRM	GHI08E	GHI08
	10.1029/2022GC010473								LP-PI-TRM	GHI09A	GHI09
	10.1029/2022GC010473								LP-PI-TRM	GHI09B	GHI09
	10.1029/2022GC010473								LP-PI-TRM	GHI09C	GHI09
	10.1029/2022GC010473								LP-PI-TRM	GHI09D	GHI09
	10.1029/2022GC010473								LP-PI-TRM	GHI09E	GHI09
	10.1029/2022GC010473								LP-PI-TRM	GHI09F	GHI09
	10.1029/2022GC010473								LP-PI-TRM	GHI09G	GHI09
	10.1029/2022GC010473								LP-PI-TRM	GHI10A	GHI10
	10.1029/2022GC010473								LP-PI-TRM	GHI10B	GHI10
	10.1029/2022GC010473								LP-PI-TRM	GHI10C	GHI10
	10.1029/2022GC010473								LP-PI-TRM	GHI10D	GHI10
	10.1029/2022GC010473								LP-PI-TRM	GHI11B	GHI11
	10.1029/2022GC010473								LP-PI-TRM	GHI12B	GHI12
	10.1029/2022GC010473								LP-PI-TRM	GHI13B	GHI13
	10.1029/2022GC010473								LP-PI-TRM	GHI15C	GHI15
	10.1029/2022GC010473								LP-PI-TRM	GHI18B	GHI18
	10.1029/2022GC010473								LP-PI-TRM	GHI18E	GHI18
	10.1029/2022GC010473								LP-PI-TRM	GHI19C	GHI19
	10.1029/2022GC010473								LP-PI-TRM	GHI20A	GHI20
	10.1029/2022GC010473								LP-PI-TRM	GHI20C	GHI20
	10.1029/2022GC010473								LP-PI-TRM	GHI21A	GHI21
	10.1029/2022GC010473								LP-PI-TRM	GHI22A	GHI22
	10.1029/2022GC010473								LP-PI-TRM	GHI23E	GHI23
	10.1029/2022GC010473								LP-PI-TRM	GHI24C	GHI24
	10.1029/2022GC010473								LP-PI-TRM	GHI25A	GHI25
	10.1029/2022GC010473								LP-PI-TRM	GHI26E	GHI26
	10.1029/2022GC010473								LP-PI-TRM	GHI27A	GHI27
	10.1029/2022GC010473								LP-PI-TRM	GHI27D	GHI27
	10.1029/2022GC010473								LP-PI-TRM	GHI28A	GHI28
	10.1029/2022GC010473								LP-PI-TRM	GHI28B	GHI28
	10.1029/2022GC010473								LP-PI-TRM	GHI29A	GHI29
	10.1029/2022GC010473								LP-PI-TRM	GHI29B	GHI29
	10.1029/2022GC010473								LP-PI-TRM	GHI30D	GHI30
	10.1029/2022GC010473								LP-PI-TRM	GHI31A	GHI31
	10.1029/2022GC010473								LP-PI-TRM	GHI31C	GHI31
	10.1029/2022GC010473								LP-PI-TRM	GHI33A	GHI33
	10.1029/2022GC010473								LP-PI-TRM	GHI33B	GHI33
	10.1029/2022GC010473								LP-PI-TRM	GHI34A	GHI34
	10.1029/2022GC010473								LP-PI-TRM	GHI34B	GHI34
	10.1029/2022GC010473								LP-PI-TRM	GHI35A	GHI35
	10.1029/2022GC010473								LP-PI-TRM	GHI36B	GHI36
	10.1029/2022GC010473								LP-PI-TRM	GHI36C	GHI36
	10.1029/2022GC010473								LP-PI-TRM	GHI38B	GHI38
	10.1029/2022GC010473								LP-PI-TRM	GHI38C	GHI38
	10.1029/2022GC010473								LP-PI-TRM	GHI39A	GHI39
	10.1029/2022GC010473								LP-PI-TRM	GHI39C	GHI39
	10.1029/2022GC010473								LP-PI-TRM	GHI40C	GHI40
	10.1029/2022GC010473								LP-PI-TRM	GHI41A	GHI41
	10.1029/2022GC010473								LP-PI-TRM	GHI42B	GHI42
	10.1029/2022GC010473								LP-PI-TRM	GHI42C	GHI42
	10.1029/2022GC010473								LP-PI-TRM	GHI43A	GHI43
	10.1029/2022GC010473								LP-PI-TRM	GHI43C	GHI43
	10.1029/2022GC010473								LP-PI-TRM	GHI44A	GHI44
	10.1029/2022GC010473								LP-PI-TRM	GHI44C	GHI44
	10.1029/2022GC010473								LP-PI-TRM	GHI45A	GHI45
	10.1029/2022GC010473								LP-PI-TRM	GHI46A	GHI46
	10.1029/2022GC010473								LP-PI-TRM	GHI46B	GHI46
	10.1029/2022GC010473								LP-PI-TRM	GHI47A	GHI47
	10.1029/2022GC010473								LP-PI-TRM	GHI47D	GHI47
	10.1029/2022GC010473								LP-PI-TRM	GHI48D	GHI48
	10.1029/2022GC010473								LP-PI-TRM	GHI49A	GHI49
