tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_ftest_quality	aniso_p	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_abs_max	int_abs_min	int_b_beta	int_cdrat	int_corr	int_corr_aniso	int_corr_cooling_rate	int_corr_nlt	int_dang	int_drat	int_drats	int_f	int_frac	int_fvds	int_g	int_gmax	int_k	int_k_max	int_k_min	int_k_prime	int_mad_coe	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_scat	int_treat_dc_field	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
														This study:10.1029/2022GC010473											2.65e-05	2.76e-05	2.55e-05	0.03		u	1.0			0.4983790971389173	2.7299320044241315	3.94	0.87	0.83	0.8	0.81	0.29	-0.055	0.05	-0.16	-0.0646	2.4743353282718217	2.569970195814268	8	5	27.59	True	3e-05	853.0	373.0	Kelvin	IE-BICEP	g	GHI06C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06C03
														This study:10.1029/2022GC010473											2.65e-05	2.76e-05	2.55e-05							0.4983790971389173	2.7299320044241315							-0.055	0.05	-0.16		2.4743353282718217	2.569970195814268						853.0	373.0	Kelvin	IE-BICEP		GHI06C		GHI06C03
														This study:10.1029/2022GC010473											2.84e-05	2.92e-05	2.76e-05	0.02		u	1.0			1.0349360488608228	2.6946715875320435	4.31	0.96	0.9	0.89	0.84	0.22	0.078	0.162	-0.005	0.0886	3.780252154141534	3.3028717038270883	1	6	45.28	True	3e-05	853.0	273.0	Kelvin	IE-BICEP	g	GHI06C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06C04
														This study:10.1029/2022GC010473											2.84e-05	2.92e-05	2.76e-05							1.0349360488608228	2.6946715875320435							0.078	0.162	-0.005		3.780252154141534	3.3028717038270883						853.0	273.0	Kelvin	IE-BICEP		GHI06C		GHI06C04
														This study:10.1029/2022GC010473											2.47e-05	2.59e-05	2.37e-05	0.02		u	1.0			0.4671876280697206	2.8063024641263703	1.44	0.89	0.8	0.8	0.81	0.27	-0.094	0.016	-0.209	0.0645	1.6030278860575795	3.1221149903317857	8	5	30.67	True	3e-05	853.0	373.0	Kelvin	IE-BICEP	g	GHI06C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06C05
														This study:10.1029/2022GC010473											2.47e-05	2.59e-05	2.37e-05							0.4671876280697206	2.8063024641263703							-0.094	0.016	-0.209		1.6030278860575795	3.1221149903317857						853.0	373.0	Kelvin	IE-BICEP		GHI06C		GHI06C05
														This study:10.1029/2022GC010473											2.62e-05	2.76e-05	2.47e-05							0.6390995377234141	2.801803239061019							-0.037	0.12	-0.205		2.4054164244895366	2.141306578135989						873.0	373.0	Kelvin	IE-BICEP		GHI06D		GHI06D01
														This study:10.1029/2022GC010473											2.62e-05	2.76e-05	2.47e-05	0.02		u	1.0			0.6390995377234141	2.801803239061019	4.95	1.0	0.99	0.89	0.75	0.3	-0.037	0.12	-0.205	-0.0	2.4054164244895366	2.141306578135989	13	6	37.23	True	3e-05	873.0	373.0	Kelvin	IE-BICEP	g	GHI06D	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06D01
														This study:10.1029/2022GC010473											3.66e-05	3.86e-05	3.4200000000000005e-05							0.5787814161792258	3.411971380434912							0.386	0.64	0.177		4.846360729031617	3.996461877638936						873.0	373.0	Kelvin	IE-BICEP		GHI06D		GHI06D02
														This study:10.1029/2022GC010473											2.46e-05	2.52e-05	2.4e-05	0.01		u	1.0			0.6741554590707691	3.6358386080466016	2.93	0.74	0.79	0.77	0.69	0.48	-0.188	-0.119	-0.256	0.0	2.378781960943734	2.517603028395861	8	6	58.4	True	3e-05	853.0	273.0	Kelvin	IE-BICEP	g	GHI06D	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06D03
														This study:10.1029/2022GC010473											2.46e-05	2.52e-05	2.4e-05							0.6741554590707691	3.6358386080466016							-0.188	-0.119	-0.256		2.378781960943734	2.517603028395861						853.0	273.0	Kelvin	IE-BICEP		GHI06D		GHI06D03
														This study:10.1029/2022GC010473											2.69e-05	2.79e-05	2.59e-05							0.990705096383534	3.332694137600186							-0.048	0.063	-0.161		2.300420341394703	2.38597077404839						853.0	273.0	Kelvin	IE-BICEP		GHI06D		GHI06D04
														This study:10.1029/2022GC010473											2.69e-05	2.79e-05	2.59e-05	0.02		u	1.0			0.990705096383534	3.332694137600186	7.56	0.91	0.91	0.86	0.76	0.38	-0.048	0.063	-0.161	-0.0121	2.300420341394703	2.38597077404839	1	5	30.69	True	3e-05	853.0	273.0	Kelvin	IE-BICEP	g	GHI06D	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06D04
														This study:10.1029/2022GC010473											2.61e-05	2.71e-05	2.52e-05	0.02		u	1.0			0.6068246023164542	4.10784443565582	10.09	0.9	0.81	0.78	0.8	0.33	-0.075	0.026	-0.175	0.0072	2.368693329336649	3.1059181493031525	9	5	43.97	True	3e-05	853.0	423.0	Kelvin	IE-BICEP	g	GHI06D	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06D05
														This study:10.1029/2022GC010473											2.61e-05	2.71e-05	2.52e-05							0.6068246023164542	4.10784443565582							-0.075	0.026	-0.175		2.368693329336649	3.1059181493031525						853.0	423.0	Kelvin	IE-BICEP		GHI06D		GHI06D05
														This study:10.1029/2022GC010473											3.16e-05	3.26e-05	3.06e-05	0.02		u	1.0			0.7187342960790836	2.725028043018732	4.25	0.94	0.85	0.82	0.8	0.3	0.186	0.292	0.089	0.1353	3.14052650160627	2.9899622731115616	9	6	35.84	True	3e-05	873.0	473.0	Kelvin	IE-BICEP	g	GHI06E	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06E01
														This study:10.1029/2022GC010473											3.16e-05	3.26e-05	3.06e-05							0.7187342960790836	2.725028043018732							0.186	0.292	0.089		3.14052650160627	2.9899622731115616						873.0	473.0	Kelvin	IE-BICEP		GHI06E		GHI06E01
														This study:10.1029/2022GC010473											3.34e-05	3.57e-05	3.08e-05							0.6743336990169119	2.1816252530082085							0.221	0.44	0.021		4.456003935297366	4.094626663830288						873.0	473.0	Kelvin	IE-BICEP		GHI06E		GHI06E02
														This study:10.1029/2022GC010473											3.03e-05	3.16e-05	2.89e-05							0.743239602416457	4.484937941375796							0.085	0.202	-0.03		2.5392518050418307	2.588194297948073						853.0	373.0	Kelvin	IE-BICEP		GHI06E		GHI06E03
														This study:10.1029/2022GC010473											3.03e-05	3.16e-05	2.89e-05	0.02		u	1.0			0.743239602416457	4.484937941375796	1.22	0.98	0.99	0.89	0.85	0.17	0.085	0.202	-0.03	0.0316	2.5392518050418307	2.588194297948073	14	6	39.9	True	3e-05	853.0	373.0	Kelvin	IE-BICEP	g	GHI06E	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06E03
														This study:10.1029/2022GC010473											2.85e-05	2.95e-05	2.76e-05							0.8809554823783556	1.9999385231880675							0.14	0.233	0.041		3.800002697476728	3.5824938659989685						853.0	373.0	Kelvin	IE-BICEP		GHI06E		GHI06E04
														This study:10.1029/2022GC010473											2.85e-05	2.95e-05	2.76e-05	0.02		u	1.0			0.8809554823783556	1.9999385231880675	6.85	1.0	0.99	0.89	0.84	0.21	0.14	0.233	0.041	0.1495	3.800002697476728	3.5824938659989685	14	6	39.08	True	3e-05	853.0	373.0	Kelvin	IE-BICEP	g	GHI06E	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI06E04
														This study:10.1029/2022GC010473											2.43e-05	2.71e-05	2.19e-05							1.1454997371892286	3.240572141282806							0.765	1.132	0.387		2.157222551856385	1.9247797476499664						873.0	273.0	Kelvin	IE-BICEP		GHI07A		GHI07A01
														This study:10.1029/2022GC010473											2.48e-05	2.73e-05	2.26e-05							1.651657834203516	8.633861560088164							0.935	1.258	0.59		4.9282295669856975	3.9478678685195177						873.0	273.0	Kelvin	IE-BICEP		GHI07A		GHI07A02
														This study:10.1029/2022GC010473											2.92e-05	3.06e-05	2.8e-05							0.8719743824892827	1.200309696748851							0.139	0.271	0.011		2.8709892092358973	3.172338195675458						853.0	373.0	Kelvin	IE-BICEP		GHI07A		GHI07A03
														This study:10.1029/2022GC010473											2.92e-05	3.06e-05	2.8e-05	0.03		u	1.0			0.8719743824892827	1.200309696748851	0.41	0.9	0.84	0.82	0.82	0.23	0.139	0.271	0.011	0.1386	2.8709892092358973	3.172338195675458	1	5	22.17	True	3e-05	853.0	373.0	Kelvin	IE-BICEP	g	GHI07A	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI07A03
														This study:10.1029/2022GC010473											2.46e-05	2.56e-05	2.37e-05							3.037646351370649	1.6203776463153752							1.273	1.402	1.133		1.5107228846602452	2.602490441295448						793.0	273.0	Kelvin	IE-BICEP		GHI07A		GHI07A04
														This study:10.1029/2022GC010473											1.86e-05	1.97e-05	1.76e-05							2.6300291617203158	6.189578514708526							1.187	1.382	0.986		3.0775892480734828	4.481907516420818						873.0	273.0	Kelvin	IE-BICEP		GHI07B		GHI07B01
														This study:10.1029/2022GC010473											1.96e-05	2.07e-05	1.87e-05							1.301052181207054	0.0							1.137	1.295	0.983		2.559578246467617	4.668393529492245						873.0	273.0	Kelvin	IE-BICEP		GHI07B		GHI07B02
														This study:10.1029/2022GC010473											2.0600000000000003e-05	2.21e-05	1.92e-05							1.1062412831308428	5.316261913527809							0.915	1.213	0.61		1.746612157817078	2.1253815089271058						853.0	273.0	Kelvin	IE-BICEP		GHI07B		GHI07B03
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI07C		GHI07C01
														This study:10.1029/2022GC010473											2.5e-05	2.77e-05	2.22e-05							5.975211780673418	4.160719683105246							0.123	0.541	-0.237		4.635672788357876	7.459936682461904						723.0	373.0	Kelvin	IE-BICEP		GHI07C		GHI07C02
														This study:10.1029/2022GC010473											2.5e-05	2.77e-05	2.22e-05	0.02		u	1.0			5.975211780673418	4.160719683105246	10.17	0.79	0.79	0.71	0.85	0.19	0.123	0.541	-0.237	-0.08	4.635672788357876	7.459936682461904	12	5	32.76	True	3e-05	723.0	373.0	Kelvin	IE-BICEP	g	GHI07C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI07C02
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI07C		GHI07C03
														This study:10.1029/2022GC010473											2.35e-05	2.42e-05	2.28e-05	0.01		u	1.0			1.0733482472543965	9.689889235168698	21.93	0.8	0.81	0.77	0.88	0.17	0.061	0.137	-0.017	0.069	2.401324987904422	2.998194756482475	15	6	65.94	True	3e-05	873.0	273.0	Kelvin	IE-BICEP	g	GHI07C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI07C04
														This study:10.1029/2022GC010473											2.35e-05	2.42e-05	2.28e-05							1.0733482472543965	9.689889235168698							0.061	0.137	-0.017		2.401324987904422	2.998194756482475						873.0	273.0	Kelvin	IE-BICEP		GHI07C		GHI07C04
														This study:10.1029/2022GC010473											2.29e-05	2.37e-05	2.2e-05							1.8140925151058584	4.001549325593967							0.001	0.077	-0.077		2.498213881803845	2.592535145638347						883.0	273.0	Kelvin	IE-BICEP		GHI07C		GHI07C05
														This study:10.1029/2022GC010473											2.29e-05	2.37e-05	2.2e-05	0.01		u	1.0			1.8140925151058584	4.001549325593967	16.94	0.82	0.83	0.78	0.9	0.18	0.001	0.077	-0.077	-0.0013	2.498213881803845	2.592535145638347	17	7	60.07	True	3e-05	883.0	273.0	Kelvin	IE-BICEP	g	GHI07C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI07C05
														This study:10.1029/2022GC010473											2.07e-05	2.2e-05	1.95e-05	0.02		u	1.0			0.95307640073763	7.369665305422735	23.92	0.8	0.82	0.73	0.9	0.19	0.039	0.175	-0.1	0.024	2.1495537036796004	2.942423690678387	17	7	37.28	True	3e-05	883.0	273.0	Kelvin	IE-BICEP	g	GHI07C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI07C06
														This study:10.1029/2022GC010473											2.07e-05	2.2e-05	1.95e-05							0.95307640073763	7.369665305422735							0.039	0.175	-0.1		2.1495537036796004	2.942423690678387						883.0	273.0	Kelvin	IE-BICEP		GHI07C		GHI07C06
														This study:10.1029/2022GC010473											2.38e-05	2.45e-05	2.31e-05	0.02		u	1.0			0.882405003550351	2.211830798771937	8.79	0.82	0.83	0.78	0.88	0.18	-0.048	0.019	-0.113	-0.0022	1.3095762100500756	2.8464546281833387	11	4	42.3	True	3e-05	883.0	273.0	Kelvin	IE-BICEP	g	GHI07C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI07C07
														This study:10.1029/2022GC010473											2.38e-05	2.45e-05	2.31e-05							0.882405003550351	2.211830798771937							-0.048	0.019	-0.113		1.3095762100500756	2.8464546281833387						883.0	273.0	Kelvin	IE-BICEP		GHI07C		GHI07C07
														This study:10.1029/2022GC010473											2.39e-05	2.48e-05	2.28e-05	0.03		u	1.0			0.8286770177977835	2.2715900377638345	8.09	0.82	0.83	0.76	0.89	0.13	-0.063	0.031	-0.16	-0.0311	2.7712194990402983	2.895809836741119	11	4	28.7	True	3e-05	883.0	273.0	Kelvin	IE-BICEP	g	GHI07C	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI07C08
														This study:10.1029/2022GC010473											2.39e-05	2.48e-05	2.28e-05							0.8286770177977835	2.2715900377638345							-0.063	0.031	-0.16		2.7712194990402983	2.895809836741119						883.0	273.0	Kelvin	IE-BICEP		GHI07C		GHI07C08
														This study:10.1029/2022GC010473											3.61e-05	5.24e-05	2.86e-05							3.438972575463136	3.216054956944788							0.664	1.551	-0.501		2.961455290443178	6.652228515705491						723.0	273.0	Kelvin	IE-BICEP		GHI07D		GHI07D01
														This study:10.1029/2022GC010473											3.64e-05	4.21e-05	3.25e-05							3.980694798930364	1.119973272786849							0.459	0.942	-0.111		2.315349606423405	5.277249427293982						723.0	273.0	Kelvin	IE-BICEP		GHI07D		GHI07D02
														This study:10.1029/2022GC010473											3.52e-05	3.82e-05	3.28e-05							5.4560252769238735	2.0777555125041425							0.86	1.221	0.406		2.905838530167392	3.666342383230764						723.0	273.0	Kelvin	IE-BICEP		GHI07D		GHI07D03
														This study:10.1029/2022GC010473											4.2e-05	0.0001024	2.4e-05							8.502511896893937	8.404560946955046							-0.056	2.396	-3.518		0.0	16.020252079783162						723.0	523.0	Kelvin	IE-BICEP		GHI07D		GHI07D04
														This study:10.1029/2022GC010473											4.01e-05	4.31e-05	3.77e-05	0.06		u	1.0			0.2647102418126419	4.829799450031707	3.02	0.9	0.8	0.77	0.6	0.5	0.009	0.289	-0.286	-0.0114	2.8574832387816422	2.504832469227174	5	4	9.47	True	3e-05	873.0	273.0	Kelvin	IE-BICEP	g	GHI07E	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI07E01
														This study:10.1029/2022GC010473											4.01e-05	4.31e-05	3.77e-05							0.2647102418126419	4.829799450031707							0.009	0.289	-0.286		2.8574832387816422	2.504832469227174						873.0	273.0	Kelvin	IE-BICEP		GHI07E		GHI07E01
														This study:10.1029/2022GC010473											4.79e-05	5.24e-05	4.33e-05							1.026926674858298	5.09461962746304							0.257	0.626	-0.203		4.116418806137186	3.7188113437082655						873.0	373.0	Kelvin	IE-BICEP		GHI07E		GHI07E02
														This study:10.1029/2022GC010473											4.51e-05	4.77e-05	4.24e-05							0.7452325852202104	4.624202318547867							0.46	0.677	0.201		1.649491124672182	2.2471547381180974						873.0	373.0	Kelvin	IE-BICEP		GHI07E		GHI07E03
														This study:10.1029/2022GC010473											4.52e-05	4.79e-05	4.27e-05							1.2381578472260402	2.8525914124082115							0.332	0.559	0.072		2.9531351250219857	2.779543778979577						873.0	273.0	Kelvin	IE-BICEP		GHI07E		GHI07E04
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI07F		GHI07F01
														This study:10.1029/2022GC010473											3.39e-05	3.52e-05	3.27e-05							0.4287409594147061	7.789658167807152							0.306	0.491	0.121		2.1409678457155352	2.444829597594988						873.0	273.0	Kelvin	IE-BICEP		GHI07F		GHI07F02
														This study:10.1029/2022GC010473											2.99e-05	3.06e-05	2.92e-05							0.9041119046909736	9.573519920783523							0.297	0.414	0.186		3.249166583273237	3.419013959300692						853.0	273.0	Kelvin	IE-BICEP		GHI07F		GHI07F03
														This study:10.1029/2022GC010473											3.2e-05	3.810000000000001e-05	2.89e-05							2.9971778933110027	3.535877521677574							0.494	0.957	-0.099		0.0	8.45227772560359						723.0	523.0	Kelvin	IE-BICEP		GHI07F		GHI07F04
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08A		GHI08A01
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08A		GHI08A02
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08A		GHI08A03
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08A		GHI08A04
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08A		GHI08A05
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08A		GHI08A06
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08A		GHI08A07
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08B		GHI08B01
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08B		GHI08B02
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08B		GHI08B03
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08C		GHI08C01
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08C		GHI08C02
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08C		GHI08C03
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08C		GHI08C04
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08D		GHI08D01
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08D		GHI08D02
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08D		GHI08D03
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08D		GHI08D04
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08E		GHI08E01
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08E		GHI08E02
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI08E		GHI08E03
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI09A		GHI09A01
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI09A		GHI09A02
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI09A		GHI09A03
														10.1029/2022GC010473											3.75e-05			0.05		u	1.0			1.5		19.06	0.85	0.79	0.74	0.68	0.44	0.2312			-0.0		3.11	6	6	10.69	True	3e-05	853.0	673.0	Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	g	GHI09B	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI09B01
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI09B		GHI09B01
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI09B		GHI09B02
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI09B		GHI09B03
														10.1029/2022GC010473											2.99e-05			0.03		u	1.0			0.81		4.1	0.91	0.81	0.72	0.68	0.38	0.426			0.0701		2.93	11	6	20.6	True	3e-05	883.0	698.0	Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	g	GHI09B	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI09B04
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI09B		GHI09B04
														10.1029/2022GC010473											3.08e-05			0.04		u	1.0			0.89		4.46	0.87	0.81	0.69	0.69	0.36	0.4417			0.0949		2.43	11	6	16.68	True	3e-05	883.0	698.0	Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	g	GHI09B	pmagpy-4.2.94: thellier_gui.pmagpy-4.2.94	GHI09B05
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI09B		GHI09B05
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI09B		GHI09B06
														10.1029/2022GC010473																																									Kelvin	LP-PI-TRM		GHI09B		GHI09B07
